"identifier"	"AA"	"AN"	"AT"	"IM"	"Noam"	"NT"	"OC"	"PA"
"11586"	"Randia sonorensis Wiggins"	0	0	0	0	1	0	0	0
"11587"	"Randia spinosa (K.Schum.) Loes."	0	0	0	8	0	4	0	0
"11588"	"Randia standleyana L.O.Williams"	0	0	0	0	0	2	0	0
"11589"	"Randia stipulosa C.Moore & F.Muell."	0	0	0	0	0	0	2	0
"11590"	"Randia tetracantha (Cav.) DC."	0	0	0	0	1	0	0	0
"11591"	"Randia thurberi S.Watson"	0	0	0	0	8	17	0	0
"11592"	"Randia tomentosa S.Watson"	0	0	0	1	0	0	0	0
"11593"	"Randia tuberculosa F.M.Bailey"	7	0	0	0	0	0	0	0
"11594"	"Randia walkeri Pellegr."	0	0	1	0	0	0	0	0
"11595"	"Randia wallichii Hook.f."	0	0	0	2	0	0	0	0
"11596"	"Randia vazquezii Lorence & Dwyer"	0	0	0	0	0	2	0	0
"11597"	"Randia venezuelensis Steyerm."	0	0	0	0	0	2	0	0
"11598"	"Randia wigginsii Standl. ex C.Gust."	0	0	0	0	0	1	0	0
"11599"	"Randia xalapensis M.Martens & Galeotti"	0	0	0	0	0	1	0	0
"11600"	"Raphionacme abyssinica Chiov."	0	0	4	0	0	0	0	0
"11601"	"Raphionacme bingeri (A.Chev.) J.-P.Lebrun & Stork"	0	0	3	0	0	0	0	0
"11602"	"Raphionacme brownii Scott-Elliot"	0	0	33	0	0	0	0	0
"11603"	"Raphionacme burkei N.E.Br."	0	0	2	0	0	0	0	0
"11604"	"Raphionacme daronii Berhaut"	0	0	4	0	0	0	0	0
"11605"	"Raphionacme dyeri Retief & Venter"	0	0	7	0	0	0	0	0
"11606"	"Raphionacme excisa Schltr."	0	0	1	0	0	0	0	0
"11607"	"Raphionacme flanaganii Schltr."	0	0	25	0	0	0	0	0
"11608"	"Raphionacme galpinii Schltr."	0	0	164	0	0	0	0	0
"11609"	"Raphionacme haeneliae Venter & R.L.Verh."	0	0	3	0	0	0	0	0
"11610"	"Raphionacme Harv."	0	0	59	0	0	0	0	0
"11611"	"Raphionacme hirsuta (E.Mey.sec.N.E.Brown) R.A.Dyer"	0	0	192	0	0	0	0	0
"11612"	"Raphionacme inconspicua H.Huber"	0	0	1	0	0	0	0	0
"11613"	"Raphionacme keayii Bullock"	0	0	1	0	0	0	0	0
"11614"	"Raphionacme lanceolata Schinz"	0	0	21	0	0	0	0	0
"11615"	"Raphionacme linearis N.E.Br."	0	0	1	0	0	0	0	0
"11616"	"Raphionacme longifolia N.E.Br."	0	0	1	0	0	0	0	0
"11617"	"Raphionacme lucens Venter & R.L.Verh."	0	0	7	0	0	0	0	0
"11618"	"Raphionacme monteiroae N.E.Br."	0	0	1	0	0	0	0	0
"11619"	"Raphionacme namibiana Venter & R.L.Verh."	0	0	2	0	0	0	0	0
"11620"	"Raphionacme palustris Venter & R.L.Verh."	0	0	16	0	0	0	0	0
"11621"	"Raphionacme procumbens Schltr."	0	0	79	0	0	0	0	0
"11622"	"Raphionacme velutina Schltr."	0	0	2	0	0	0	0	0
"11623"	"Raphionacme welwitschii Schltr. & Rendle"	0	0	2	0	0	0	0	0
"11624"	"Raphionacme vignei E.A.Bruce"	0	0	7	0	0	0	0	0
"11625"	"Raphionacme volubilis Schltr."	0	0	1	0	0	0	0	0
"11626"	"Raritebe axillare C.M.Taylor"	0	0	0	0	0	1	0	0
"11627"	"Raritebe palicoureoides subsp. dwyeranum J.H.Kirkbr."	0	0	0	0	0	1	0	0
"11628"	"Raritebe palicoureoides subsp. dwyerianum"	0	0	0	0	0	2	0	0
"11629"	"Raritebe palicoureoides var. antioquianum"	0	0	0	0	0	3	0	0
"11630"	"Raritebe palicoureoides Wernham"	0	0	0	0	0	242	0	0
"11631"	"Raritebe panamensis (Dwyer) Dwyer"	0	0	0	0	0	9	0	0
"11632"	"Raritebe trifoliatum (Dwyer & M.V.Hayden) Dwyer"	0	0	0	0	0	2	0	0
"11633"	"Raritebe Wernham"	0	0	0	0	0	1	0	0
"11634"	"Rauvolfia amsoniifolia A.DC."	0	0	0	2	0	0	0	0
"11635"	"Rauvolfia andina Markgr."	0	0	0	0	0	2	0	0
"11636"	"Rauvolfia aphlebia (Standl.) A.H.Gentry"	0	0	0	0	0	75	0	0
"11637"	"Rauvolfia bahiensis A.DC."	0	0	0	0	0	13	0	0
"11638"	"Rauvolfia balansae (Baill.) Boiteau"	6	0	0	0	0	0	0	0
"11639"	"Rauvolfia blanchetii A.DC."	0	0	0	0	0	2	0	0
"11640"	"Rauvolfia caffra Sond."	0	0	379	0	0	0	0	0
"11641"	"Rauvolfia canescens L."	0	0	0	0	0	2	0	0
"11642"	"Rauvolfia capuronii Markgr."	0	0	7	0	0	0	0	0
"11643"	"Rauvolfia cumminsii Stapf"	0	0	5	0	0	0	0	0
"11644"	"Rauvolfia degeneri Sherff"	0	0	0	0	0	0	1	0
"11645"	"Rauvolfia densiflora Warb."	0	0	0	1	0	0	0	0
"11646"	"Rauvolfia gracilis I.Koch & Kin.-Gouv."	0	0	0	0	0	1	0	0
"11647"	"Rauvolfia grandiflora Mart. ex A.DC."	0	0	0	0	0	12	0	0
"11648"	"Rauvolfia helleri Sherff"	0	0	0	0	0	0	1	0
"11649"	"Rauvolfia hirsuta Jacq."	0	0	0	0	0	1	0	0
"11650"	"Rauvolfia javanica Koord. & Valeton"	0	0	0	1	1	0	0	0
"11651"	"Rauvolfia L."	1	0	47	0	0	37	0	0
"11652"	"Rauvolfia leptophylla A.S.Rao"	0	0	0	0	0	14	0	0
"11653"	"Rauvolfia letouzeyi Leeuwenb."	0	0	63	0	0	0	0	0
"11654"	"Rauvolfia leucopoda K.Schum. ex Stapf"	0	0	1	0	0	0	0	0
"11655"	"Rauvolfia ligustrina Willd. ex Roem. & Schult."	0	0	0	0	0	66	0	0
"11656"	"Rauvolfia littoralis Pierre ex Pit."	0	0	0	0	0	119	0	0
"11657"	"Rauvolfia macrophylla Ruiz & Pav."	0	0	54	0	0	0	0	0
"11658"	"Rauvolfia mannii Stapf"	0	0	318	0	0	0	0	0
"11659"	"Rauvolfia mattfeldiana Markgr."	0	0	0	0	0	2	0	0
"11660"	"Rauvolfia media Pichon"	0	0	77	0	0	0	0	0
"11661"	"Rauvolfia micrantha Hook.f."	0	0	0	1	0	0	0	0
"11662"	"Rauvolfia mollis S.Moore"	0	0	0	0	0	1	0	0
"11663"	"Rauvolfia moluccana Markgr."	3	0	0	0	0	0	0	0
"11664"	"Rauvolfia mombasiana Stapf"	0	0	21	0	0	0	0	0
"11665"	"Rauvolfia nitida Jacq."	0	0	0	0	0	23	0	0
"11666"	"Rauvolfia obtusiflora A.DC."	0	0	53	0	0	0	0	0
"11667"	"Rauvolfia pentaphylla Ducke"	0	0	0	0	0	2	0	0
"11668"	"Rauvolfia polyphylla Benth."	0	0	0	0	0	1	0	0
"11669"	"Rauvolfia praecox K.Schum. ex Ule"	0	0	0	0	0	6	0	0
"11670"	"Rauvolfia preussii K.Schum."	0	0	3	0	0	0	0	0
"11671"	"Rauvolfia purpurascens Standl., Woodson & Schery"	0	0	0	0	0	15	0	0
"11672"	"Rauvolfia rostrata Markgr."	1	0	0	0	0	0	0	0
"11673"	"Rauvolfia sandwicensis A. DC."	0	0	0	0	0	0	17	0
"11674"	"Rauvolfia schumanniana (Schltr.) Boiteau"	11	0	0	0	0	0	0	0
"11675"	"Rauvolfia sellowii M??ll.Arg."	0	0	0	0	0	3	0	0
"11676"	"Rauvolfia semperflorens Schltr."	39	0	0	0	0	0	0	0
"11677"	"Rauvolfia serpentina (L.) Benth. ex Kurz"	0	0	0	2	0	0	0	0
"11678"	"Rauvolfia sprucei M??ll.Arg."	0	0	0	0	0	7	0	0
"11679"	"Rauvolfia sumatrana Jack"	5	0	0	6	0	0	1	0
"11680"	"Rauvolfia tetraphylla L."	4	0	0	0	0	163	3	0
"11681"	"Rauvolfia weddeliana M??ll.Arg."	0	0	0	0	0	5	0	0
"11682"	"Rauvolfia verticillata Baill."	2	0	0	71	0	0	0	0
"11683"	"Rauvolfia viridis Willd. ex Roem. & Schult."	0	0	0	0	0	27	0	0
"11684"	"Rauvolfia volkensii Stapf"	0	0	6	0	0	0	0	0
"11685"	"Rauvolfia vomitoria Afzel."	0	0	786	0	0	0	0	0
"11686"	"Rauvolfia woodsoniana Standl."	0	0	0	0	0	1	0	0
"11687"	"Razafimandimbisonia Kainul."	0	0	3	0	0	0	0	0
"11688"	"Razafimandimbisonia minor (Baill.) Kainul. & B.Bremer"	0	0	2	0	0	0	0	0
"11689"	"Relbunium Benth. & Hook.f."	0	0	0	0	0	24	0	0
"11690"	"Relbunium bigeminum (Griseb.) K.Schum."	0	0	0	0	0	1	0	0
"11691"	"Relbunium ciliatum (Ruiz & Pav.) Hemsl."	0	0	0	0	0	5	0	0
"11692"	"Relbunium hirsutum (Ruiz & Pav.) K.Schum."	0	0	0	0	0	12	0	0
"11693"	"Relbunium hypocarpium (L.) Hemsl."	0	0	0	0	0	58	0	0
"11694"	"Relbunium hypocarpium subsp. fluminense"	0	0	0	0	0	1	0	0
"11695"	"Relbunium indecorum (Cham. & Schltdl.) Ehrend."	0	0	0	0	0	2	0	0
"11696"	"Relbunium mazocarpum Greenm."	0	0	0	0	1	0	0	0
"11697"	"Relbunium noxium (A.St.-Hil.) K.Schum."	0	0	0	0	0	4	0	0
"11698"	"Relbunium richardianum (Gillies ex Hook. & Arn.) Hicken"	0	0	0	0	0	1	0	0
"11699"	"Remijia amazonica K.Schum."	0	0	0	0	0	7	0	0
"11700"	"Remijia bracteata Standl."	0	0	0	0	0	1	0	0
"11701"	"Remijia chelomaphylla G.A.Sullivan"	0	0	0	0	0	1	0	0
"11702"	"Remijia DC."	0	0	0	0	0	22	0	0
"11703"	"Remijia delascioi Steyerm."	0	0	0	0	0	2	0	0
"11704"	"Remijia densiflora Benth."	0	0	0	0	0	3	0	0
"11705"	"Remijia ferruginea (A.St.-Hil.) DC."	0	0	0	0	0	16	0	0
"11706"	"Remijia firmula (Mart.) Wedd."	0	0	0	0	0	5	0	0
"11707"	"Remijia hispida Spruce ex K.Schum."	0	0	0	0	0	5	0	0
"11708"	"Remijia macrocnemia (Mart.) Wedd."	0	0	0	0	0	15	0	0
"11709"	"Remijia marahuacensis Steyerm."	0	0	0	0	0	2	0	0
"11710"	"Remijia pacimonica Standl."	0	0	0	0	0	6	0	0
"11711"	"Remijia pedunculata (H.Karst.) Flueck."	0	0	0	0	0	30	0	0
"11712"	"Remijia pilosinervula Steyerm."	0	0	0	0	0	1	0	0
"11713"	"Remijia purdieana Wedd."	0	0	0	0	0	8	0	0
"11714"	"Remijia reducta Steyerm."	0	0	0	0	0	1	0	0
"11715"	"Remijia roraimae (Benth.) K.Schum."	0	0	0	0	0	5	0	0
"11716"	"Remijia roraimae var. guianensis"	0	0	0	0	0	1	0	0
"11717"	"Remijia sessilis Steyerm."	0	0	0	0	0	1	0	0
"11718"	"Remijia tenuiflora Benth."	0	0	0	0	0	1	0	0
"11719"	"Remijia ulei K.Krause"	0	0	0	0	0	12	0	0
"11720"	"Rennellia microcephala (Ridl.) K.M.Wong"	0	0	0	1	0	0	0	0
"11721"	"Retiniphyllum chloranthum Ducke"	0	0	0	0	0	1	0	0
"11722"	"Retiniphyllum concolor (Spruce ex Benth.) M??ll.Arg."	0	0	0	0	0	9	0	0
"11723"	"Retiniphyllum fuchsioides K.Krause"	0	0	0	0	0	2	0	0
"11724"	"Retiniphyllum Humb. & Bonpl."	0	0	0	0	0	10	0	0
"11725"	"Retiniphyllum kuhlmannii Standl."	0	0	0	0	0	8	0	0
"11726"	"Retiniphyllum laxiflorum (Benth.) N.E.Br."	0	0	0	0	0	11	0	0
"11727"	"Retiniphyllum laxiflorum var. laxiflorum"	0	0	0	0	0	5	0	0
"11728"	"Retiniphyllum martianum M??ll.Arg."	0	0	0	0	0	15	0	0
"11729"	"Retiniphyllum parvifolium Steyerm."	0	0	0	0	0	1	0	0
"11730"	"Retiniphyllum pauciflorum Kunth ex K.Krause"	0	0	0	0	0	3	0	0
"11731"	"Retiniphyllum pilosum (Spruce ex Benth.) M??ll.Arg."	0	0	0	0	0	2	0	0
"11732"	"Retiniphyllum rhabdocalyx M??ll.Arg."	0	0	0	0	0	3	0	0
"11733"	"Retiniphyllum scabrum Benth."	0	0	0	0	0	7	0	0
"11734"	"Retiniphyllum schomburgkii (Benth.) M??ll.Arg."	0	0	0	0	0	29	0	0
"11735"	"Retiniphyllum secundiflorum Humb. & Bonpl."	0	0	0	0	0	5	0	0
"11736"	"Retiniphyllum speciosum (Spruce ex Benth.) M??ll.Arg."	0	0	0	0	0	1	0	0
"11737"	"Retiniphyllum tepuiense Steyerm."	0	0	0	0	0	1	0	0
"11738"	"Retiniphyllum truncatum M??ll.Arg."	0	0	0	0	0	14	0	0
"11739"	"Rhabdadenia biflora (Jacq.) M??ll. Arg."	0	0	0	0	0	61	0	0
"11740"	"Rhabdadenia macrostoma M??ll.Arg."	0	0	0	0	0	4	0	0
"11741"	"Rhabdadenia madida Miers"	0	0	0	0	0	1	0	0
"11742"	"Rhabdadenia pohlii M??ll.Arg."	0	0	0	0	0	6	0	0
"11743"	"Rhabdadenia ragonesei Woodson"	0	0	0	0	0	1	0	0
"11744"	"Rhabdostigma schlechteri K.Schum."	0	0	1	0	0	0	0	0
"11745"	"Rhachicallis americana Kuntze"	0	0	0	0	0	1	0	0
"11746"	"Rhazya stricta Decne."	0	0	3	0	0	0	0	1
"11747"	"Rhigospira quadrangularis Miers"	0	0	0	0	0	32	0	0
"11748"	"Rhodocalyx rotundifolius M??ll.Arg."	0	0	0	0	0	21	0	0
"11749"	"Rhodopentas bussei (K.Krause) K?¡rehed & B.Bremer"	0	0	3	0	0	0	0	0
"11750"	"Rhopalobrachium Schlechter & K. Krause, 1908"	1	0	0	0	0	0	0	0
"11751"	"Rhyncharrhena linearis (Decne.) K.L.Wilson"	78	0	0	0	0	0	0	0
"11752"	"Rhynchodia Benth."	0	0	0	0	1	0	0	0
"11753"	"Rhynchodia verrucosa (Blume) Woodson"	0	0	2	0	0	0	0	0
"11754"	"Rhynchostigma racemosum Benth."	0	0	17	0	0	0	0	0
"11755"	"Rhyssolobium dumosum E.Mey."	0	0	4	0	0	0	0	0
"11756"	"Rhytidocaulon P.R.O. Bally, 1963"	0	0	2	0	0	0	0	0
"11757"	"Richardia acutifolia (K.Krause) Standl. ex Hoehne"	0	0	0	0	0	1	0	0
"11758"	"Richardia brasiliensis Gomes"	21	0	157	0	5	143	2	0
"11759"	"Richardia coldenioides Rusby"	0	0	0	0	0	10	0	0
"11760"	"Richardia grandiflora (Cham. & Schltdl.) Steud."	0	0	0	0	1	91	0	0
"11761"	"Richardia humistrata (Cham. & Schltdl.) Steud."	5	0	18	0	0	14	0	0
"11762"	"Richardia Linnaeus, 1753"	0	0	4	0	1	41	0	0
"11763"	"Richardia pedicellata (K.Schum.) Kuntze"	0	0	0	0	0	1	0	0
"11764"	"Richardia pilosa Ruiz & Pav."	0	0	1	0	0	0	0	0
"11765"	"Richardia scabra L."	1	0	93	24	17	569	1	2
"11766"	"Richardia schumannii W.H.Lewis & R.L.Oliv."	0	0	0	0	0	1	0	0
"11767"	"Richardia stellaris (Cham. & Schltdl.) Steud."	13	0	0	0	0	31	0	0
"11768"	"Richardia tricocca (Torr. & A.Gray) Standl."	0	0	0	0	0	1	0	0
"11769"	"Richardia tricocca subsp. tetracocca"	0	0	0	0	0	2	0	0
"11770"	"Richardia villosa Sess?ó & Moc. ex DC."	0	0	0	1	0	0	0	0
"11771"	"Richardsonia brasiliensis (Gomes) Klotzsch"	0	0	1	0	0	0	0	0
"11772"	"Richtersveldia U. Meve & S. Liede, 2002"	0	0	6	0	0	0	0	0
"11773"	"Riocreuxia aberrans R.A.Dyer"	0	0	14	0	0	0	0	0
"11774"	"Riocreuxia bolusii N.E.Br."	0	0	2	0	0	0	0	0
"11775"	"Riocreuxia burchellii K.Schum."	0	0	6	0	0	0	0	0
"11776"	"Riocreuxia Decne."	0	0	6	0	0	0	0	0
"11777"	"Riocreuxia flanaganii Schltr."	0	0	2	0	0	0	0	0
"11778"	"Riocreuxia flanaganii subsp. alexandrina (Huber) R.A.Dyer"	0	0	1	0	0	0	0	0
"11779"	"Riocreuxia flanaganii subsp. flanaganii"	0	0	3	0	0	0	0	0
"11780"	"Riocreuxia picta Schltr."	0	0	61	0	0	0	0	0
"11781"	"Riocreuxia polyantha Schltr."	0	0	59	0	0	0	0	0
"11782"	"Riocreuxia profusa N.E.Br."	0	0	10	0	0	0	0	0
"11783"	"Riocreuxia torulosa (E. Mey.) Decne."	0	0	9	0	0	0	0	0
"11784"	"Riocreuxia torulosa var. bolusii (N.E.Br.) Masinde"	0	0	2	0	0	0	0	0
"11785"	"Riocreuxia torulosa var. torulosa"	0	0	148	0	0	0	0	0
"11786"	"Riocreuxia woodii N.E.Br."	0	0	1	0	0	0	0	0
"11787"	"Riodocea pulcherrima Delprete"	0	0	0	0	0	2	0	0
"11788"	"Robbrechtia De Block"	0	0	3	0	0	0	0	0
"11789"	"Robbrechtia grandifolia De Block"	0	0	32	0	0	0	0	0
"11790"	"Robbrechtia milleri De Block"	0	0	6	0	0	0	0	0
"11791"	"Robynsia glabrata Hutch."	0	0	16	0	0	0	0	0
"11792"	"Robynsia Hutchinson in Hutchinson & Dalziel, 1931"	0	0	6	0	0	0	0	0
"11793"	"Rogersonanthus arboreus (Britton) Maguire & B.M.Boom"	0	0	0	0	0	10	0	0
"11794"	"Rogiera amoena Planch."	0	0	0	0	0	248	0	0
"11795"	"Rogiera breedlovei (Lorence) Borhidi"	0	0	0	0	0	1	0	0
"11796"	"Rogiera cordata (Benth.) Planch."	0	0	0	0	0	45	0	0
"11797"	"Rogiera edwardsii (Standl.) Borhidi"	0	0	0	0	0	1	0	0
"11798"	"Rogiera gratissima Linden"	0	0	0	0	0	4	0	0
"11799"	"Rogiera langlassei (Standl.) Borhidi"	0	0	0	0	0	2	0	0
"11800"	"Rogiera ligustroides (Hemsl.) Borhidi"	0	0	0	0	0	4	0	0
"11801"	"Rogiera nicaraguensis (Oerst.) Borhidi"	0	0	0	0	0	16	0	0
"11802"	"Rogiera stenosiphon (Hemsl.) Borhidi"	0	0	0	0	0	34	0	0
"11803"	"Rogiera strigosa (Benth.) Borhidi"	0	0	0	0	0	35	0	0
"11804"	"Rogiera suffrutescens (Brandegee) Borhidi"	0	0	0	0	0	3	0	0
"11805"	"Roigella correifolia (Griseb.) Borhidi & M.Fern?¬ndez Zeq."	0	0	0	0	0	1	0	0
"11806"	"Rojasia Malme, 1905"	0	0	0	0	0	9	0	0
"11807"	"Ronabea emetica (L.f.) A.Rich."	0	0	0	0	0	162	0	0
"11808"	"Ronabea latifolia Aubl."	0	0	0	0	0	470	0	0
"11809"	"Rondeletia alaternoides subsp. brachyloba"	0	0	0	0	0	2	0	0
"11810"	"Rondeletia albida Lundell"	0	0	0	0	0	1	0	0
"11811"	"Rondeletia amoena (Planch.) Hemsl."	0	0	0	0	0	85	0	0
"11812"	"Rondeletia aprica Lundell"	0	0	0	0	0	1	0	0
"11813"	"Rondeletia aristeguietae Steyerm."	0	0	0	0	0	2	0	0
"11814"	"Rondeletia aspera Standl."	0	0	0	0	0	34	0	0
"11815"	"Rondeletia barahonensis Urb."	0	0	0	0	0	5	0	0
"11816"	"Rondeletia belizensis Standl."	0	0	0	0	0	12	0	0
"11817"	"Rondeletia berteroana DC."	0	0	0	0	0	3	0	0
"11818"	"Rondeletia bertieroides Standl."	0	0	0	0	0	22	0	0
"11819"	"Rondeletia brachyphylla Proctor ex Adams"	0	0	0	0	0	1	0	0
"11820"	"Rondeletia brandegeeana Lorence"	0	0	0	0	0	2	0	0
"11821"	"Rondeletia brauseana Urb."	0	0	0	0	0	2	0	0
"11822"	"Rondeletia brenesii Standl."	0	0	0	0	0	15	0	0
"11823"	"Rondeletia brevipes Benth."	0	0	0	0	0	1	0	0
"11824"	"Rondeletia buddleioides Benth."	0	0	0	0	0	134	0	0
"11825"	"Rondeletia calycosa Donn.Sm."	0	0	0	0	0	11	0	0
"11826"	"Rondeletia carnea Urb. & Ekman"	0	0	0	0	0	5	0	0
"11827"	"Rondeletia chaconii Lorence"	0	0	0	0	0	5	0	0
"11828"	"Rondeletia chimboracensis Standl."	0	0	0	0	0	1	0	0
"11829"	"Rondeletia chinajensis Standl. & Steyerm."	0	0	0	0	0	2	0	0
"11830"	"Rondeletia christii Urb."	0	0	0	0	0	3	0	0
"11831"	"Rondeletia colombiana Rusby"	0	0	0	0	0	2	0	0
"11832"	"Rondeletia conferta Urb. & Ekman"	0	0	0	0	0	3	0	0
"11833"	"Rondeletia cooperi Standl."	0	0	0	0	0	2	0	0
"11834"	"Rondeletia cordata Benth."	0	0	0	0	0	6	0	0
"11835"	"Rondeletia cornifolia Benth."	0	0	0	0	0	1	0	0
"11836"	"Rondeletia costaricensis Standl."	0	0	0	0	0	32	0	0
"11837"	"Rondeletia cumanensis Kunth"	0	0	0	0	0	3	0	0
"11838"	"Rondeletia cupreiflora K.Schum. & K.Krause"	0	0	0	0	0	1	0	0
"11839"	"Rondeletia cymulosa Proctor"	0	0	0	0	0	1	0	0
"11840"	"Rondeletia deamii (Donn.Sm.) Standl."	0	0	0	0	0	15	0	0
"11841"	"Rondeletia dwyeri Lorence"	0	0	0	0	0	2	0	0
"11842"	"Rondeletia edwardsii Standl."	0	0	0	0	0	7	0	0
"11843"	"Rondeletia eriantha Benth."	0	0	0	0	0	1	0	0
"11844"	"Rondeletia euryphylla Standl."	0	0	0	0	0	1	0	0
"11845"	"Rondeletia exasperata Borhidi"	0	0	0	0	0	2	0	0
"11846"	"Rondeletia fuertesii Urb."	0	0	0	0	0	5	0	0
"11847"	"Rondeletia galeottii Standl."	0	0	0	0	0	2	0	0
"11848"	"Rondeletia ginetteae Lorence"	0	0	0	0	1	0	0	0
"11849"	"Rondeletia glabrata Standl."	0	0	0	0	0	2	0	0
"11850"	"Rondeletia gracilis Hemsl."	0	0	0	0	0	1	0	0
"11851"	"Rondeletia hameliifolia Dwyer & M.V.Hayden"	0	0	0	0	0	40	0	0
"11852"	"Rondeletia heteranthera Brandegee"	0	0	0	0	0	3	0	0
"11853"	"Rondeletia hondurensis Donn.Sm."	0	0	0	0	0	12	0	0
"11854"	"Rondeletia impressa Krug & Urb."	0	0	0	0	0	1	0	0
"11855"	"Rondeletia inconstans Standl."	0	0	0	0	0	2	0	0
"11856"	"Rondeletia inermis (Spreng.) Krug & Urb."	0	0	0	0	0	23	0	0
"11857"	"Rondeletia intermedia Hemsl."	0	0	0	0	1	0	0	0
"11858"	"Rondeletia izabalensis Standl. & Steyerm."	0	0	0	0	0	1	0	0
"11859"	"Rondeletia jurgensenii Hemsl."	0	0	0	0	0	9	0	0
"11860"	"Rondeletia kirkbridei Dwyer"	0	0	0	0	0	1	0	0
"11861"	"Rondeletia langlassei Standl."	0	0	0	0	1	1	0	0
"11862"	"Rondeletia laniflora Benth."	0	0	0	0	0	5	0	0
"11863"	"Rondeletia leptodictya B.L.Rob."	0	0	0	0	1	0	0	0
"11864"	"Rondeletia leucophylla Kunth"	0	0	0	0	0	2	0	0
"11865"	"Rondeletia ligustroides Hemsl."	0	0	0	0	0	1	0	0
"11866"	"Rondeletia linguiformis Hemsl."	0	0	0	0	0	3	0	0
"11867"	"Rondeletia Linnaeus, 1753"	0	0	0	1	0	160	0	0
"11868"	"Rondeletia mexiae Standl."	0	0	0	0	0	1	0	0
"11869"	"Rondeletia mollis S.F.Blake ex Steyerm."	0	0	0	0	0	3	0	0
"11870"	"Rondeletia monteverdensis Lorence"	0	0	0	0	0	37	0	0
"11871"	"Rondeletia nipensis Urb."	0	0	0	0	0	2	0	0
"11872"	"Rondeletia ochracea Urb."	0	0	0	0	0	25	0	0
"11873"	"Rondeletia odorata Jacq."	0	0	0	0	0	4	0	2
"11874"	"Rondeletia odorata subsp. bullata"	0	0	0	0	0	1	0	0
"11875"	"Rondeletia orinocensis Steyerm."	0	0	0	0	0	3	0	0
"11876"	"Rondeletia ovata Rusby"	0	0	0	0	0	1	0	0
"11877"	"Rondeletia pachyphylla subsp. pachyphylla"	0	0	0	0	0	2	0	0
"11878"	"Rondeletia panamensis DC."	0	0	0	0	0	38	0	0
"11879"	"Rondeletia perfae Alain"	0	0	0	0	0	4	0	0
"11880"	"Rondeletia peruviana Standl."	0	0	0	0	0	1	0	0
"11881"	"Rondeletia pilosa Sw."	0	0	0	0	0	1	0	0
"11882"	"Rondeletia pitreana Urb. & Ekman"	0	0	0	0	0	1	0	0
"11883"	"Rondeletia portoricensis Krug & Urb."	0	0	0	0	0	4	0	0
"11884"	"Rondeletia povedae Lorence"	0	0	0	0	0	4	0	0
"11885"	"Rondeletia pubescens Kunth"	0	0	0	0	0	10	0	0
"11886"	"Rondeletia purdiei Hook.f."	0	0	0	0	0	15	0	0
"11887"	"Rondeletia purdiei var. glabrior"	0	0	0	0	0	1	0	0
"11888"	"Rondeletia purpurea Lorence"	0	0	0	0	0	1	0	0
"11889"	"Rondeletia pyramidalis Lundell"	0	0	0	0	0	1	0	0
"11890"	"Rondeletia reflexa Benth."	0	0	0	0	0	4	0	0
"11891"	"Rondeletia rhynchospora Kunth"	0	0	0	0	0	1	0	0
"11892"	"Rondeletia roynaefolia DC."	0	0	0	0	0	1	0	0
"11893"	"Rondeletia rufescens B.L.Rob."	0	0	0	0	0	2	0	0
"11894"	"Rondeletia salicifolia Dwyer & M.V.Hayden"	0	0	0	0	0	7	0	0
"11895"	"Rondeletia salicifolia subsp. brevicorolla"	0	0	0	0	0	1	0	0
"11896"	"Rondeletia scabra Hemsl."	0	0	0	0	0	14	0	0
"11897"	"Rondeletia secunda Standl."	0	0	0	0	0	1	0	0
"11898"	"Rondeletia secundiflora B.L.Rob."	0	0	0	0	0	2	0	0
"11899"	"Rondeletia silvicola L.O.Williams"	0	0	0	0	0	1	0	0
"11900"	"Rondeletia skutchii Standl. & Steyerm."	0	0	0	0	0	1	0	0
"11901"	"Rondeletia stachyoidea Donn.Sm."	0	0	0	0	0	4	0	0
"11902"	"Rondeletia stenosiphon Hemsl."	0	0	0	0	0	5	0	0
"11903"	"Rondeletia stereocarpa Griseb."	0	0	0	0	0	1	0	0
"11904"	"Rondeletia stipularis (L.) Druce"	0	0	0	0	0	1	0	0
"11905"	"Rondeletia strigosa (Benth.) Hemsl."	0	0	0	0	0	5	0	0
"11906"	"Rondeletia subcanescens M.Fern?¬ndez Zeq. & Borhidi"	0	0	0	0	0	2	0	0
"11907"	"Rondeletia suffrutescens Brandegee"	0	0	0	0	0	1	0	0
"11908"	"Rondeletia tacanensis Lundell"	0	0	0	0	0	1	0	0
"11909"	"Rondeletia tayloriae Lorence"	0	0	0	0	0	3	0	0
"11910"	"Rondeletia thiemei Donn.Sm."	0	0	0	0	0	3	0	0
"11911"	"Rondeletia torresii Standl."	0	0	0	0	0	41	0	0
"11912"	"Rondeletia tuxtlensis Lorence & Cast.-Campos"	0	0	0	0	0	3	0	0
"11913"	"Rondeletia urophylla Standl. & L.O.Williams"	0	0	0	0	0	20	0	0
"11914"	"Rondeletia uxpanapensis Lorence & Cast.-Campos"	0	0	0	0	0	1	0	0
"11915"	"Rondeletia venezuelensis Steyerm."	0	0	0	0	0	6	0	0
"11916"	"Rondeletia venosa Griseb."	0	0	0	0	0	1	0	0
"11917"	"Rondeletia versicolor Sm. ex Hook."	0	0	0	0	0	1	0	0
"11918"	"Rondeletia villosa Hemsl."	0	0	0	0	0	2	0	0
"11919"	"Rondeletia zolleriana Standl. & Steyerm."	0	0	0	0	0	2	0	0
