Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
South African National Biodiversity Institute	Precis Plant Data		Asclepias affinis	Asclepias affinis			http://data.gbif.org/occurrences/412188597
South African National Biodiversity Institute	Precis Plant Data		Duvalia caespitosa subsp. caespitosa	Duvalia caespitosa subsp. caespitosa			http://data.gbif.org/occurrences/412190277
South African National Biodiversity Institute	Precis Plant Data		Carissa bispinosa	Carissa bispinosa			http://data.gbif.org/occurrences/412190544
South African National Biodiversity Institute	Precis Plant Data		Duvalia polita	Duvalia polita			http://data.gbif.org/occurrences/412191481
South African National Biodiversity Institute	Precis Plant Data		Tavaresia barklyi	Tavaresia barklyi			http://data.gbif.org/occurrences/412191492
South African National Biodiversity Institute	Precis Plant Data		Gonioma kamassi	Gonioma kamassi			http://data.gbif.org/occurrences/412191891
South African National Biodiversity Institute	Precis Plant Data		Tabernaemontana elegans	Tabernaemontana elegans			http://data.gbif.org/occurrences/412192696
South African National Biodiversity Institute	Precis Plant Data		Orbea variegata	Orbea variegata			http://data.gbif.org/occurrences/412194376
South African National Biodiversity Institute	Precis Plant Data		Rauvolfia caffra	Rauvolfia caffra			http://data.gbif.org/occurrences/412194504
South African National Biodiversity Institute	Precis Plant Data		Rauvolfia caffra	Rauvolfia caffra			http://data.gbif.org/occurrences/412194647
South African National Biodiversity Institute	Precis Plant Data		Strophanthus gerrardii	Strophanthus gerrardii			http://data.gbif.org/occurrences/412198208
South African National Biodiversity Institute	Precis Plant Data		Stapelia hirsuta var. tsomoensis	Stapelia hirsuta var. tsomoensis			http://data.gbif.org/occurrences/412198479
South African National Biodiversity Institute	Precis Plant Data		Strophanthus speciosus	Strophanthus speciosus			http://data.gbif.org/occurrences/412198607
South African National Biodiversity Institute	Precis Plant Data		Pergularia daemia var. daemia	Pergularia daemia var. daemia			http://data.gbif.org/occurrences/412199555
South African National Biodiversity Institute	Precis Plant Data		Pergularia daemia var. daemia	Pergularia daemia var. daemia			http://data.gbif.org/occurrences/412199694
South African National Biodiversity Institute	Precis Plant Data		Strophanthus speciosus	Strophanthus speciosus			http://data.gbif.org/occurrences/412200093
South African National Biodiversity Institute	Precis Plant Data		Wrightia natalensis	Wrightia natalensis			http://data.gbif.org/occurrences/412200232
South African National Biodiversity Institute	Precis Plant Data		Schizoglossum sp.	Schizoglossum			http://data.gbif.org/occurrences/412202311
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus concolor	Pachycarpus concolor			http://data.gbif.org/occurrences/412203387
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus schinzianus	Pachycarpus schinzianus			http://data.gbif.org/occurrences/412203515
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus schinzianus	Pachycarpus schinzianus			http://data.gbif.org/occurrences/412203526
South African National Biodiversity Institute	Precis Plant Data		Schizoglossum eustegioides	Schizoglossum eustegioides			http://data.gbif.org/occurrences/412203797
South African National Biodiversity Institute	Precis Plant Data		Asclepias meyeriana	Asclepias meyeriana			http://data.gbif.org/occurrences/412206410
South African National Biodiversity Institute	Precis Plant Data		Asclepias cucullata subsp. cucullata	Asclepias cucullata subsp. cucullata			http://data.gbif.org/occurrences/412206538
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus asperifolius	Pachycarpus asperifolius			http://data.gbif.org/occurrences/412207896
South African National Biodiversity Institute	Precis Plant Data		Ceropegia cimiciodora	Ceropegia cimiciodora			http://data.gbif.org/occurrences/412210242
South African National Biodiversity Institute	Precis Plant Data		Duvalia polita	Duvalia polita			http://data.gbif.org/occurrences/412262609
South African National Biodiversity Institute	Precis Plant Data		Brachystelma cupulatum	Brachystelma cupulatum			http://data.gbif.org/occurrences/412264362
South African National Biodiversity Institute	Precis Plant Data		Microloma incanum	Microloma incanum			http://data.gbif.org/occurrences/412284598
South African National Biodiversity Institute	Precis Plant Data		Brachystelma australe	Brachystelma australe			http://data.gbif.org/occurrences/412288573
South African National Biodiversity Institute	Precis Plant Data		Carissa edulis	Carissa edulis			http://data.gbif.org/occurrences/412323328
South African National Biodiversity Institute	Precis Plant Data		Pachycarpus appendiculatus	Pachycarpus appendiculatus			http://data.gbif.org/occurrences/412343835
South African National Biodiversity Institute	Precis Plant Data		Riocreuxia torulosa var. torulosa	Riocreuxia torulosa var. torulosa			http://data.gbif.org/occurrences/412352703
South African National Biodiversity Institute	Precis Plant Data		Brachystelma macropetalum	Brachystelma macropetalum			http://data.gbif.org/occurrences/412355726
GBIF-Sweden	Lund Botanical Museum (LD)		Malouetia nitida	Malouetia nitida			http://data.gbif.org/occurrences/871559
Conservatoire botanique national du Bassin parisien	Observations du Conservatoire botanique national du Bassin parisien.		Vincetoxicum hirundinaria Medik. subsp. hirundinaria	Vincetoxicum hirundinaria subsp. hirundinaria			http://data.gbif.org/occurrences/27763232
USDA PLANTS	USDA PLANTS Database		Asclepias humistrata	Asclepias humistrata			http://data.gbif.org/occurrences/29246131
USDA PLANTS	USDA PLANTS Database		Asclepias uncialis	Asclepias uncialis			http://data.gbif.org/occurrences/29285115
GBIF-Spain	Real Jardin Botanico (Madrid), Vascular Plant Herbarium (MA)	http://www.rjb.csic.es/herbario/crypto/crypcond.htm	Mandevilla speciosa (Kunth.) J.F. Morales	Mandevilla speciosa (Kunth.) J.F. Morales			http://data.gbif.org/occurrences/30491081
USDA PLANTS	USDA PLANTS Database		Cynanchum laeve	Cynanchum laeve			http://data.gbif.org/occurrences/31217675
USDA PLANTS	USDA PLANTS Database		Funastrum hirtellum	Funastrum hirtellum			http://data.gbif.org/occurrences/31883141
USDA PLANTS	USDA PLANTS Database		Matelea alabamensis	Matelea alabamensis			http://data.gbif.org/occurrences/32645950
USDA PLANTS	USDA PLANTS Database		Matelea decipiens	Matelea decipiens			http://data.gbif.org/occurrences/32646421
USDA PLANTS	USDA PLANTS Database		Matelea obliqua	Matelea obliqua			http://data.gbif.org/occurrences/32646908
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum ascyrifolium (Franch. & Sav.) Matsum.	Cynanchum ascyrifolium (Franch. & Sav.) Matsum.			http://data.gbif.org/occurrences/33623461
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum atratum Bunge	Cynanchum atratum Bunge			http://data.gbif.org/occurrences/33623940
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Cynanchum paniculatum (Bunge) Kitag.	Cynanchum paniculatum (Bunge) Kitag.			http://data.gbif.org/occurrences/33624419
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Nerium indicum Mill.	Nerium indicum Mill.			http://data.gbif.org/occurrences/33945150
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Trachelospermum asiaticum (Siebold & Zucc.) Nakai var. asiaticum	Trachelospermum asiaticum var. asiaticum			http://data.gbif.org/occurrences/34258379
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Trachelospermum asiaticum (Siebold & Zucc.) Nakai var. asiaticum	Trachelospermum asiaticum var. asiaticum			http://data.gbif.org/occurrences/34258395
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Trachelospermum asiaticum (Siebold & Zucc.) Nakai var. asiaticum	Trachelospermum asiaticum var. asiaticum			http://data.gbif.org/occurrences/34258858
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Trachelospermum asiaticum var. majus (Nakai) Ohwi	Trachelospermum asiaticum var. majus (Nakai) Ohwi			http://data.gbif.org/occurrences/34259127
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Amsonia jonesii	Amsonia jonesii			http://data.gbif.org/occurrences/34908458
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Amsonia ludoviciana	Amsonia ludoviciana			http://data.gbif.org/occurrences/34908727
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Amsonia tabernaemontana var. gattingeri	Amsonia tabernaemontana var. gattingeri			http://data.gbif.org/occurrences/34910148
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Alyxia oliviformis	Alyxia oliviformis			http://data.gbif.org/occurrences/34936132
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Alyxia reinwardtii	Alyxia reinwardtii			http://data.gbif.org/occurrences/34938559
Bernice Pauahi Bishop Museum	Bishop Museum Natural Sciences Data	BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.	Alyxia stellata	Alyxia stellata			http://data.gbif.org/occurrences/34947450
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Asclepias amplexicaulis	Asclepias amplexicaulis			http://data.gbif.org/occurrences/35009999
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Asclepias amplexicaulis	Asclepias amplexicaulis			http://data.gbif.org/occurrences/35010015
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Asclepias cutleri	Asclepias cutleri			http://data.gbif.org/occurrences/35012394
